table_source,evaluation_protocol,analysis_family,model_name,modality,modality_combination,feature_strategy,base_feature_set,ablation_name,removed_features,fusion_method,dataset,split,audit_model,control_method,prediction_source,calibration_method,n_samples,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,ece,nll
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_full,none,,,,demographic_protocol_full,,,,2862,0.914,0.737,0.827,0.864,0.790,0.751,0.122,0.117,0.423
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year,recording_year,,,,demographic_protocol_no_recording_year,,,,2862,0.683,0.514,0.608,0.672,0.544,0.512,0.223,0.162,0.647
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_month,recording_month,,,,demographic_protocol_no_recording_month,,,,2862,0.852,0.707,0.809,0.787,0.831,0.736,0.143,0.087,0.486
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,demographic_protocol_only,demographic_protocol_no_recording_year_month,recording_year;recording_month,,,,demographic_protocol_no_recording_year_month,,,,2862,0.692,0.526,0.622,0.691,0.553,0.527,0.222,0.164,0.644
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_only,recording_month,,,,recording_year_only,,,,2862,0.810,0.625,0.793,0.796,0.791,0.713,0.157,0.095,0.508
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_month_only,recording_year,,,,recording_month_only,,,,2862,0.401,0.438,0.620,0.311,0.930,0.427,0.252,0.248,0.696
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,recording_date_only,recording_year_month_only,none,,,,recording_year_month_only,,,,2862,0.899,0.719,0.831,0.913,0.749,0.749,0.130,0.138,0.421
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_full,none,,,,full_safe_metadata_full,,,,2862,0.964,0.928,0.890,0.858,0.922,0.849,0.077,0.064,0.257
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year,recording_year,,,,full_safe_metadata_no_recording_year,,,,2862,0.961,0.943,0.919,0.912,0.926,0.883,0.067,0.083,0.249
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_month,recording_month,,,,full_safe_metadata_no_recording_month,,,,2862,0.948,0.919,0.894,0.850,0.937,0.858,0.080,0.053,0.281
temporal_metadata_ablation,existing_participant_split,metadata_temporal_ablation,metadata_confounding_logistic_regression,metadata,,,full_safe_metadata,full_safe_metadata_no_recording_year_month,recording_year;recording_month,,,,full_safe_metadata_no_recording_year_month,,,,2862,0.958,0.940,0.915,0.908,0.922,0.877,0.069,0.077,0.253
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,cough,,,,,,,,,,,,,848,0.501,0.811,0.506,0.579,0.434,0.675,0.516,0.516,2.928
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,breath,,,,,,,,,,,,,848,0.579,0.846,0.563,0.705,0.422,0.764,0.427,0.433,1.921
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_audio_modality,logistic_regression,speech,,,,,,,,,,,,,2120,0.536,0.820,0.520,0.560,0.480,0.664,0.409,0.436,1.317
temporal_matched_cohort_metrics,matched_temporal_train_test,matched_multimodal_fusion,logistic_regression,multimodal,breath+cough+speech,,,,,uniform_mean,,,,,,,424,0.583,0.833,0.549,0.267,0.831,0.408,0.356,0.428,0.956
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,cough,,,,,,,,,,,,,311,0.751,0.647,0.697,0.465,0.929,0.577,0.197,0.134,0.617
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,cough,,,,,,,,,,,,,316,0.799,0.692,0.703,0.505,0.901,0.591,0.183,0.141,0.581
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,cough,,,,,,,,,,,,,311,0.752,0.649,0.690,0.455,0.924,0.564,0.196,0.140,0.632
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,cough,,,,,,,,,,,,,316,0.797,0.690,0.689,0.495,0.883,0.570,0.184,0.134,0.605
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,cough,,,,,,,,,,,,,311,0.762,0.690,0.734,0.673,0.795,0.642,0.182,0.115,0.550
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,cough,,,,,,,,,,,,,316,0.822,0.737,0.754,0.728,0.779,0.667,0.172,0.145,0.525
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,cough,,,,,,,,,,,,,311,0.775,0.704,0.743,0.743,0.743,0.652,0.187,0.159,0.562
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,cough,,,,,,,,,,,,,316,0.821,0.751,0.736,0.767,0.704,0.645,0.179,0.177,0.543
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,cough,,,,,,,,,,,,,311,0.779,0.702,0.740,0.743,0.738,0.649,0.176,0.106,0.535
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,cough,,,,,,,,,,,,,316,0.837,0.754,0.741,0.786,0.695,0.651,0.163,0.148,0.504
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,cough,,,,,,,,,,,,,311,0.787,0.729,0.740,0.723,0.757,0.649,0.181,0.140,0.549
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,cough,,,,,,,,,,,,,316,0.826,0.747,0.738,0.757,0.718,0.647,0.173,0.155,0.530
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,cough,,,,,,,,,,,,,311,0.789,0.708,0.741,0.772,0.710,0.650,0.181,0.091,0.545
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,cough,,,,,,,,,,,,,316,0.859,0.779,0.777,0.854,0.700,0.690,0.165,0.146,0.509
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,cough,,,,,,,,,,,,,311,0.793,0.726,0.720,0.525,0.914,0.616,0.166,0.104,0.509
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,cough,,,,,,,,,,,,,316,0.846,0.771,0.747,0.583,0.911,0.659,0.150,0.107,0.466
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,cough,,,,,,,,,,,,,311,0.803,0.742,0.741,0.515,0.967,0.650,0.156,0.091,0.493
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,cough,,,,,,,,,,,,,316,0.872,0.813,0.766,0.592,0.939,0.689,0.125,0.057,0.407
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,cough,,,,,,,,,,,,,311,0.800,0.743,0.722,0.545,0.900,0.621,0.162,0.080,0.498
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,cough,,,,,,,,,,,,,316,0.849,0.777,0.764,0.621,0.906,0.684,0.145,0.095,0.456
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,cough,,,,,,,,,,,,,311,0.786,0.725,0.742,0.554,0.929,0.651,0.188,0.162,0.564
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,cough,,,,,,,,,,,,,316,0.824,0.721,0.740,0.583,0.897,0.649,0.183,0.157,0.551
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,breath,,,,,,,,,,,,,308,0.719,0.596,0.697,0.586,0.809,0.589,0.208,0.143,0.727
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,breath,,,,,,,,,,,,,312,0.782,0.638,0.747,0.693,0.801,0.657,0.187,0.128,0.643
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,breath,,,,,,,,,,,,,308,0.721,0.598,0.700,0.616,0.785,0.595,0.206,0.144,0.763
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,breath,,,,,,,,,,,,,312,0.764,0.627,0.711,0.663,0.758,0.612,0.197,0.157,0.686
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,breath,,,,,,,,,,,,,308,0.743,0.644,0.720,0.626,0.813,0.620,0.177,0.092,0.539
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,breath,,,,,,,,,,,,,312,0.833,0.723,0.767,0.733,0.801,0.682,0.158,0.113,0.493
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,breath,,,,,,,,,,,,,308,0.747,0.650,0.729,0.616,0.842,0.632,0.179,0.087,0.543
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,breath,,,,,,,,,,,,,312,0.839,0.740,0.781,0.733,0.829,0.701,0.160,0.131,0.500
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,breath,,,,,,,,,,,,,308,0.740,0.642,0.738,0.596,0.880,0.645,0.177,0.111,0.540
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,breath,,,,,,,,,,,,,312,0.831,0.713,0.763,0.683,0.844,0.680,0.157,0.097,0.488
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,breath,,,,,,,,,,,,,308,0.747,0.660,0.741,0.626,0.856,0.649,0.179,0.108,0.542
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,breath,,,,,,,,,,,,,312,0.836,0.731,0.766,0.713,0.820,0.682,0.161,0.130,0.501
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,breath,,,,,,,,,,,,,308,0.769,0.646,0.736,0.768,0.703,0.641,0.175,0.069,0.531
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,breath,,,,,,,,,,,,,312,0.826,0.701,0.744,0.871,0.616,0.652,0.165,0.094,0.506
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,breath,,,,,,,,,,,,,308,0.783,0.698,0.731,0.596,0.866,0.634,0.167,0.078,0.513
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,breath,,,,,,,,,,,,,312,0.829,0.743,0.761,0.703,0.820,0.676,0.156,0.083,0.484
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,breath,,,,,,,,,,,,,308,0.782,0.713,0.751,0.646,0.856,0.663,0.162,0.093,0.545
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,breath,,,,,,,,,,,,,312,0.835,0.763,0.764,0.723,0.806,0.679,0.144,0.060,0.466
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,breath,,,,,,,,,,,,,308,0.773,0.707,0.737,0.636,0.837,0.643,0.165,0.066,0.517
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,breath,,,,,,,,,,,,,312,0.837,0.766,0.762,0.723,0.801,0.676,0.149,0.075,0.466
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,breath,,,,,,,,,,,,,308,0.772,0.665,0.733,0.657,0.809,0.637,0.178,0.110,0.540
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,breath,,,,,,,,,,,,,312,0.823,0.690,0.737,0.762,0.711,0.644,0.174,0.129,0.524
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,speech,,,,,,,,,,,,,311,0.800,0.710,0.745,0.743,0.748,0.655,0.169,0.111,0.515
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_l2_f80,speech,,,,,,,,,,,,,314,0.834,0.706,0.759,0.833,0.684,0.669,0.169,0.123,0.515
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,speech,,,,,,,,,,,,,311,0.794,0.698,0.747,0.723,0.771,0.658,0.169,0.082,0.513
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,logistic_smote_f80,speech,,,,,,,,,,,,,314,0.832,0.704,0.753,0.775,0.731,0.664,0.166,0.113,0.506
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,speech,,,,,,,,,,,,,311,0.800,0.712,0.756,0.703,0.810,0.670,0.176,0.102,0.536
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_f100,speech,,,,,,,,,,,,,314,0.853,0.753,0.786,0.784,0.788,0.705,0.169,0.145,0.519
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,speech,,,,,,,,,,,,,311,0.804,0.737,0.763,0.693,0.833,0.680,0.177,0.144,0.540
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,extra_trees_smote_f100,speech,,,,,,,,,,,,,314,0.857,0.760,0.795,0.775,0.816,0.718,0.172,0.178,0.528
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,speech,,,,,,,,,,,,,311,0.804,0.716,0.763,0.663,0.862,0.680,0.173,0.102,0.529
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_f80,speech,,,,,,,,,,,,,314,0.858,0.774,0.795,0.784,0.807,0.717,0.165,0.151,0.508
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,speech,,,,,,,,,,,,,311,0.805,0.720,0.762,0.733,0.790,0.676,0.176,0.149,0.538
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,random_forest_smote_f80,speech,,,,,,,,,,,,,314,0.859,0.774,0.787,0.843,0.731,0.702,0.170,0.167,0.525
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,speech,,,,,,,,,,,,,311,0.820,0.745,0.762,0.653,0.871,0.680,0.177,0.123,0.535
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,svc_rbf_f60,speech,,,,,,,,,,,,,314,0.868,0.790,0.805,0.784,0.825,0.731,0.169,0.182,0.518
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,speech,,,,,,,,,,,,,311,0.826,0.765,0.783,0.723,0.843,0.705,0.162,0.135,0.505
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,xgboost_smote_f80,speech,,,,,,,,,,,,,314,0.862,0.785,0.794,0.824,0.764,0.712,0.158,0.153,0.493
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,speech,,,,,,,,,,,,,311,0.843,0.790,0.793,0.772,0.814,0.716,0.142,0.085,0.454
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,lightgbm_smote_f80,speech,,,,,,,,,,,,,314,0.875,0.808,0.785,0.863,0.708,0.698,0.134,0.104,0.433
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,speech,,,,,,,,,,,,,311,0.829,0.771,0.783,0.723,0.843,0.705,0.157,0.115,0.494
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,catboost_smote_f80,speech,,,,,,,,,,,,,314,0.863,0.792,0.787,0.814,0.759,0.703,0.152,0.146,0.480
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,speech,,,,,,,,,,,,,311,0.801,0.727,0.756,0.693,0.819,0.670,0.174,0.133,0.533
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,optuna_validation_search,speech,,,,,,,,,,,,,314,0.853,0.764,0.781,0.794,0.769,0.698,0.167,0.168,0.516
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,breath,,,,,,,,,,,,,308,0.784,0.715,0.751,0.646,0.856,0.663,0.161,0.100,0.502
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,breath,,,,,,,,,,,,,312,0.842,0.764,0.765,0.743,0.787,0.679,0.149,0.082,0.466
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,cough,,,,,,,,,,,,,311,0.805,0.749,0.741,0.545,0.938,0.651,0.161,0.104,0.499
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,cough,,,,,,,,,,,,,316,0.862,0.799,0.768,0.612,0.925,0.692,0.143,0.121,0.455
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,speech,,,,,,,,,,,,,311,0.834,0.777,0.788,0.733,0.843,0.712,0.159,0.135,0.497
strong_baseline_metrics,clean_internal_protocol,strong_audio_modality,top_5_validation_ensemble,speech,,,,,,,,,,,,,314,0.873,0.804,0.799,0.833,0.764,0.717,0.152,0.156,0.483
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,uniform_mean,,,,,,,307,0.816,0.775,0.760,0.606,0.913,0.678,0.153,0.100,0.483
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,uniform_mean,,,,,,,312,0.874,0.834,0.793,0.723,0.863,0.719,0.138,0.130,0.446
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,validation_weighted_auprc,,,,,,,307,0.817,0.777,0.762,0.606,0.918,0.682,0.153,0.108,0.483
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,validation_weighted_auprc,,,,,,,312,0.876,0.836,0.792,0.713,0.872,0.720,0.138,0.128,0.446
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,stacked_logistic_validation,,,,,,,307,0.817,0.777,0.767,0.687,0.846,0.683,0.166,0.162,0.506
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath,,,,,stacked_logistic_validation,,,,,,,312,0.876,0.835,0.799,0.782,0.815,0.721,0.156,0.188,0.483
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,uniform_mean,,,,,,,310,0.846,0.798,0.776,0.644,0.909,0.703,0.146,0.093,0.464
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,uniform_mean,,,,,,,314,0.888,0.840,0.807,0.745,0.868,0.738,0.132,0.139,0.432
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,validation_weighted_auprc,,,,,,,310,0.849,0.802,0.783,0.743,0.823,0.704,0.145,0.098,0.462
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,validation_weighted_auprc,,,,,,,314,0.888,0.841,0.816,0.863,0.769,0.736,0.132,0.135,0.431
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,stacked_logistic_validation,,,,,,,310,0.851,0.802,0.797,0.713,0.880,0.727,0.151,0.136,0.473
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+speech,,,,,stacked_logistic_validation,,,,,,,314,0.888,0.838,0.815,0.833,0.797,0.739,0.147,0.170,0.463
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,uniform_mean,,,,,,,308,0.838,0.788,0.795,0.768,0.823,0.717,0.144,0.099,0.461
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,uniform_mean,,,,,,,312,0.881,0.819,0.781,0.832,0.730,0.694,0.134,0.117,0.433
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,validation_weighted_auprc,,,,,,,308,0.841,0.793,0.795,0.737,0.852,0.719,0.143,0.095,0.458
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,validation_weighted_auprc,,,,,,,312,0.882,0.823,0.797,0.832,0.763,0.715,0.133,0.122,0.431
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,stacked_logistic_validation,,,,,,,308,0.845,0.799,0.789,0.697,0.880,0.715,0.152,0.132,0.476
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,breath+speech,,,,,stacked_logistic_validation,,,,,,,312,0.884,0.826,0.804,0.802,0.806,0.726,0.152,0.166,0.475
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,uniform_mean,,,,,,,307,0.840,0.802,0.782,0.626,0.938,0.713,0.145,0.103,0.464
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,uniform_mean,,,,,,,312,0.890,0.845,0.836,0.752,0.919,0.784,0.133,0.137,0.433
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,validation_weighted_auprc,,,,,,,307,0.843,0.804,0.785,0.636,0.933,0.716,0.144,0.101,0.462
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,validation_weighted_auprc,,,,,,,312,0.891,0.846,0.836,0.752,0.919,0.784,0.132,0.139,0.432
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,stacked_logistic_validation,,,,,,,307,0.846,0.805,0.785,0.737,0.832,0.705,0.149,0.137,0.466
strong_baseline_metrics,clean_internal_protocol,strong_multimodal_fusion,strong_baseline_selected_fusion,multimodal,cough+breath+speech,,,,,stacked_logistic_validation,,,,,,,312,0.891,0.842,0.781,0.822,0.739,0.695,0.145,0.163,0.456
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.768,0.653,0.711,0.677,0.745,0.612,0.246,0.238,1.312
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.768,0.621,0.702,0.693,0.711,0.603,0.229,0.202,1.261
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.769,0.657,0.711,0.667,0.755,0.611,0.253,0.250,1.375
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.767,0.624,0.699,0.683,0.716,0.600,0.233,0.209,1.328
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+breath,,,,,,,,,,,,307,0.731,0.639,0.705,0.646,0.764,0.604,0.180,0.071,0.543
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+breath,,,,,,,,,,,,312,0.829,0.698,0.749,0.772,0.725,0.658,0.163,0.131,0.502
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+breath,,,,,,,,,,,,307,0.735,0.642,0.714,0.707,0.721,0.617,0.182,0.077,0.548
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+breath,,,,,,,,,,,,312,0.830,0.708,0.749,0.792,0.706,0.658,0.166,0.136,0.513
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.739,0.644,0.716,0.697,0.736,0.619,0.179,0.077,0.543
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.848,0.729,0.762,0.842,0.682,0.672,0.159,0.131,0.494
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.752,0.661,0.729,0.707,0.750,0.633,0.182,0.106,0.549
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.842,0.735,0.740,0.802,0.678,0.648,0.165,0.159,0.510
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+breath,,,,,,,,,,,,307,0.770,0.658,0.736,0.626,0.846,0.642,0.166,0.072,0.519
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+breath,,,,,,,,,,,,312,0.859,0.746,0.774,0.733,0.815,0.692,0.139,0.069,0.439
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.765,0.701,0.727,0.556,0.899,0.629,0.167,0.102,0.544
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.851,0.779,0.772,0.653,0.891,0.695,0.136,0.053,0.437
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.769,0.701,0.728,0.586,0.870,0.630,0.173,0.122,0.633
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.851,0.784,0.788,0.723,0.853,0.712,0.137,0.065,0.473
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+breath,,,,,,,,,,,,307,0.766,0.701,0.735,0.576,0.894,0.640,0.166,0.102,0.557
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+breath,,,,,,,,,,,,312,0.841,0.764,0.773,0.673,0.872,0.694,0.141,0.061,0.457
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+breath,,,,,,,,,,,,307,0.813,0.749,0.773,0.768,0.779,0.688,0.155,0.084,0.489
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+breath,,,,,,,,,,,,312,0.852,0.742,0.768,0.802,0.735,0.681,0.154,0.105,0.473
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.738,0.584,0.692,0.723,0.660,0.596,0.258,0.244,1.578
